merged_sensors,state,sensor0,sensor2,sensor3,sensor5,sensor7,sensor8,sensor9,sensor10,sensor11
0.07893838928837461,20.0,0.03770359185377336,0.05016869451932691,0.049152972770294436,0.05244309095842144,0.07893838928837461,0.04426120804333588,-0.003946752080742856,0.0422736898674465,0.03183913161417097
0.008380339401753199,0.0,-0.0008587890986074762,-0.004491101399040438,0.004023403609296732,-0.0020793806969074268,0.008380339401753199,0.0020810946646511288,-0.003937432352851626,-0.002902659338902804,-0.0074617300638332084
0.04971363036666636,10.0,0.0013237052324582995,-0.004236362170015643,0.04971363036666636,0.003092614767945338,0.011923808789508446,0.0032333849140843466,-0.0036828065025115457,0.002086342928670928,0.0018988595053277984
0.005945713551413081,0.0,-0.001589242613346734,-0.006158652419448607,-0.002673988680952743,-0.003981602919129708,0.005945713551413081,-0.0011295402559837835,-0.004081763418611285,-0.003952999474957232,-0.008899938680613248
0.01520034636533137,10.0,0.010088399110009487,0.0030464949728417254,0.002991498847391797,0.0028203018427753112,0.006755577496991403,0.01520034636533137,-0.0020193824662302602,0.00912491435724245,0.0050943243579352916
0.004461042349598997,0.0,-0.0008173151757049668,-0.008349468745979263,-0.0035198616968257703,-0.004515571173097844,0.004461042349598997,-0.0007096309589316111,-0.004183033259881134,-0.0056133396110114794,-0.010132364984467927
0.07512503327930438,15.0,0.014189328815224831,0.026355882727943706,0.019774696126303396,0.007298850595609757,0.07512503327930438,0.0042155617848326,-0.003851536661241467,0.008387386012571264,0.004370696240021443
0.00434596298451966,0.0,-0.002487451230126703,-0.006845613870695824,-0.0021206326718824836,-0.005223575708245376,0.00434596298451966,-0.0017262749498612633,-0.003448362058067014,-0.005536264781079684,-0.010925857047960376
0.05549784805374103,15.0,0.020320326547651,0.053100916741549306,0.05549784805374103,0.040297943566131034,0.029991654594496906,0.015016491490048066,-0.001216139835845056,0.00827731798536036,0.034921739323921765
0.00466478384619759,0.0,-0.002935682522643803,-0.005352031104255884,-0.005029430857823535,-0.0025535076810343236,0.00466478384619759,-0.0004543021607457905,-0.004018452761015089,-0.00501073190126103,-0.008260278816667929
0.05827567118299266,15.0,0.014628739246063751,0.031083592478510554,0.05827567118299266,0.05163383925774128,0.032518706748692075,0.016089439335852922,-0.0005237588834639873,0.01897046991279808,0.022890492158388953
0.00525782239495048,0.0,-0.0024421904591516897,-0.006144026569108482,-0.005372922921315649,-0.0023260700393111363,0.00525782239495048,-0.0017020345870495538,-0.0041555275909468115,-0.0037919110395830936,-0.010047172240704028
0.02750898665003144,10.0,0.0012482630555875251,0.009071120823181802,0.0058746054233556715,0.02750898665003144,0.014874783846197889,0.003406514165785043,-0.002933849586411883,0.002970424561323989,-0.006869213057030708
0.00174260697544943,0.0,-0.0032816915929385613,-0.007736248791330775,-0.006145598658276952,-0.004380877295546909,0.00174260697544943,-0.0031840754033762154,-0.004554960697522894,-0.006339280654095511,-0.012145108748640924
0.02237764795263292,10.0,0.003264884370780351,0.0050064269456308284,-0.0006078889077100739,0.01774139027814923,0.02076022602306854,0.02237764795263292,-0.004274824643100968,-0.0012592579783584508,-0.008915063397166618
